System,PVREAD,LANGN,AGE,PAREDINT,EFFORT1,DURECEC,ESCS,JOYREAD,DISCLIMA,TEACHSUP,CLSIZE,STAFFSHORT,EDUSHORT,TOTAT,STRATIO
Israel Hebrew Secular,468.8734,422,15.33,16,NA,4,0.7625,-1.0789,2.0345,0.385,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,598.6577,422,15.33,14.5,9,2,0.0261,-0.2704,-0.0652,-0.0037,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,461.5594,422,15.42,16,10,NA,0.4554,-0.5262,0.871,-1.5447,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,484.5926,422,15.42,16,10,5,0.552,-1.1285,0.2377,-0.2023,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,616.2634,156,15.42,16,9,NA,0.428,-1.9715,1.4022,0.1155,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,513.9233,825,15.25,12,9,3,-0.1759,-0.2875,-0.0424,-0.3673,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,530.3208,422,15.25,16,NA,4,0.7255,-0.0738,-0.9514,-0.0037,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,628.4212,422,15.42,12,6,3,0.223,0.4823,-0.5964,-1.415,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,536.6553,422,15.42,16,8,5,0.2532,-1.7421,-0.2846,1.314,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,583.1136,422,15.5,16,10,NA,0.774,1.1697,-0.0424,-0.2023,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,610.8143,422,15.25,12,NA,NA,0.0277,-0.9016,2.0345,0.7015,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,608.0394,422,15.5,16,8,NA,0.8457,-0.9016,-0.3697,-0.2327,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,577.35,422,15.42,16,3,5,0.5543,0.3568,-0.0424,-0.7769,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,507.5175,422,15.25,16,8,3,1.1002,1.2316,0.8946,-0.54,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,617.6108,422,15.25,16,7,3,0.1357,0.4104,2.0345,-0.5973,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,574.2419,422,15.33,14.5,10,2,0.4894,0.1478,0.4922,1.314,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,544.22,422,15.25,16,10,NA,0.6088,-1.1538,0.6682,-0.9422,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,429.4771,422,15.67,12,6,1,-0.9355,-0.9434,-0.3697,1.314,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,589.9578,422,15.25,16,10,4,0.8382,0.0127,2.0345,0.7628,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,322.6755,614,15.25,16,5,2,0.5156,NA,-0.0424,0.7628,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,633.5025,156,15.25,16,8,5,0.8421,2.6131,1.4424,-0.9422,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,533.4596,422,15.25,16,9,NA,0.7551,-0.8211,-0.7422,0.7628,38,-0.7828,0.2263,0,100
Israel Hebrew Secular,438.7252,422,15.58,16,10,4,0.7812,0.228,-0.0424,-0.2023,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,409.2262,422,15.83,12,8,NA,-0.14,0.4104,1.4424,-1.555,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,555.7894,422,15.58,16,9,3,0.856,-0.2538,-1.0963,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,654.1448,422,15.42,16,2,4,1.3119,0.5935,-0.7139,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,359.2793,422,15.33,12,NA,1,-0.5234,0.0127,-0.0424,-1.1481,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,582.4733,422,15.42,14.5,9,4,0.6642,1.7916,-2.7124,-0.7475,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,671.8201,422,16,16,8,4,1.3294,2.6131,-2.7124,-1.3684,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,490.2203,422,15.5,12,9,3,-0.6805,-1.352,-0.4825,-1.5447,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,446.8788,422,15.58,16,7,3,0.2168,0.0127,-2.1357,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,462.6385,422,16.17,12,7,4,-0.9511,0.1649,-0.7565,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,524.8772,422,16,16,5,3,0.6851,-2.7114,-2.1357,-0.5575,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,431.1349,422,15.25,16,6,4,0.9073,-1.3532,-1.0963,-2.7106,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,552.3562,422,15.83,14.5,8,NA,-0.6589,0.428,0.4922,0.385,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,372.5748,422,15.75,12,7,3,0.0601,-0.7077,-0.6934,-0.7366,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,491.0425,422,15.33,14.5,10,3,0.1188,-0.7553,-0.9059,-1.1617,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,443.6506,422,15.67,16,7,4,0.3864,-0.5262,-1.7513,-1.1481,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,536.6078,422,15.42,12,10,1,0.2434,2.6131,1.3671,-0.9422,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,456.0579,422,16.08,16,9,7,0.7536,-1.3532,0.2108,-0.3971,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,551.1905,422,15.75,16,8,2,1.1158,0.638,-0.0424,-1.1481,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,347.7549,422,15.92,16,1,NA,1.5968,-0.6185,-2.7124,-2.7106,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,609.4539,614,15.92,16,7,NA,1.1541,0.0995,-1.11,0.2384,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,463.9516,422,15.5,12,9,3,-0.2027,-0.0694,-0.5664,-0.2023,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,468.4356,422,15.42,12,7,2,-0.5431,-1.1538,-0.6495,-0.3673,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,627.6557,500,15.92,16,9,NA,0.4545,-1.3214,-0.6263,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,459.5718,422,15.25,12,9,NA,-0.3617,-0.7966,-0.0424,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,345.5637,422,15.92,12,10,3,-0.7298,-0.917,-0.0424,-0.5488,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,554.9138,422,15.83,16,10,4,0.7587,0.1499,1.2471,0.7628,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,493.1373,422,16.08,12,9,4,-0.5535,-0.5959,-0.3031,-0.7769,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,384.4534,171,16,3,6,1,-3.3044,-1.9715,-0.7289,-0.1719,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,445.6778,500,15.67,12,9,NA,-0.6994,0.168,-0.6495,-0.2023,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,463.6512,422,15.42,12,8,NA,-2.00E-04,-0.9016,1.3671,0.1924,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,594.7725,422,15.67,12,8,2,0.2817,0.5572,0.6429,-0.5886,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,536.8116,422,15.33,16,8,NA,0.1946,0.1984,0.4922,-0.9422,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,408.2762,422,15.33,16,10,3,-0.4854,-1.793,-0.8051,0.7628,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,529.1961,422,15.75,14.5,7,NA,0.7742,-1.352,-0.0424,-0.9422,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,473.1964,422,16.17,16,10,4,1.0429,-0.3408,0.396,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,557.267,422,15.67,12,8,2,-0.2561,-1.793,-1.8409,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,584.7039,614,15.67,16,10,NA,0.7985,-0.9223,1.4424,1.314,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,404.1922,422,15.5,12,8,NA,-0.9308,-0.5907,-0.3328,-0.5683,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,536.8966,313,15.92,14.5,10,NA,-0.2545,0.3171,-1.0963,-0.4377,33,1.872,1.1897,154,7.6039
Israel Hebrew Secular,682.6395,422,15.92,16,7,5,0.5279,0.5572,-0.8039,-0.7366,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,656.9166,422,16,16,4,2,0.9367,1.2316,-1.516,-0.2023,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,351.9254,313,16.25,16,5,NA,0.9999,0.0127,-2.7124,1.314,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,621.9812,422,15.42,16,7,NA,0.8963,-0.5831,-0.3697,-0.0862,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,567.9379,422,15.92,16,10,2,1.0412,-0.9016,0.4922,0.385,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,612.6613,422,15.75,16,6,NA,1.133,2.6131,0.9207,-1.3345,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,510.2647,422,15.83,16,10,NA,1.0483,-1.0967,-1.4732,-0.6661,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,725.8356,422,15.33,16,8,5,1.0994,0.1478,2.0345,1.314,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,438.5912,422,16.17,NA,9,NA,0.1916,-0.1843,-1.0331,0.7628,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,526.7083,422,15.67,16,6,4,1.0375,-1.4526,0.7767,-0.3971,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,505.7086,422,15.42,12,10,2,-0.4088,-1.3214,0.6682,0.7628,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,504.1095,422,16,12,NA,NA,-0.5496,-0.0573,-1.0963,-0.3673,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,470.6982,422,15.92,16,7,NA,0.5042,-1.7421,-1.0963,-0.5973,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,591.8144,422,15.58,16,7,NA,0.6444,-1.1285,-1.3317,-1.3345,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,531.2412,422,15.33,16,7,NA,0.8313,-1.352,-0.0896,-1.3345,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,427.009,422,16,12,7,3,0.3539,NA,-0.8654,NA,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,616.1886,422,15.5,16,6,NA,1.2296,1.4205,-0.2846,-0.4377,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,339.3298,422,15.5,12,4,4,1.1899,0.5046,0.9134,1.314,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,415.0955,422,16.17,16,7,4,0.0452,-1.0322,-2.0663,NA,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,447.368,422,16,16,7,5,0.8379,-1.3214,0.2814,1.314,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,505.9425,422,15.5,16,5,4,0.5218,-1.4526,0.0705,-2.1007,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,525.4372,422,15.75,16,5,3,0.5811,-1.1285,-0.0424,-0.3673,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,520.8238,422,15.92,12,8,4,-0.4621,1.1914,-0.8179,-0.0348,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,673.5498,422,15.92,16,8,3,0.9837,0.0127,-0.9514,-1.6031,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,652.3335,422,15.5,16,8,4,1.2043,-0.6185,0.4198,-0.2023,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,327.2362,999,15.83,NA,NA,NA,NA,NA,NA,NA,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,565.6493,156,15.67,16,8,NA,0.8542,-1.4526,1.3671,0.1155,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,380.3784,422,15.75,14.5,4,3,0.7641,1.3493,0.871,-1.1481,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,496.1277,422,16.08,12,8,NA,-0.0628,-0.5262,-0.8695,-1.415,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,708.5987,422,15.58,16,9,NA,1.1835,1.2316,0.871,0.4394,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,640.8864,422,15.42,16,5,2,1.231,2.6131,-0.1693,0.4394,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,556.9454,422,15.83,16,8,3,0.1551,-1.557,-0.9166,-0.2023,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,595.1111,422,15.67,16,8,6,0.8541,-1.7421,-1.0233,-0.4082,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,372.9199,422,16.17,16,4,4,1.2009,0.6148,-1.0963,-1.1481,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,681.1892,422,15.42,16,9,4,0.9161,1.5482,-0.8179,0.7628,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,586.5404,422,15.75,16,9,3,1.4225,0.0293,-0.582,-0.2441,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,513.6968,422,16.08,16,8,4,0.751,0.0127,-1.0454,-1.1481,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,624.3373,422,15.5,16,9,4,0.9706,0.0995,-0.8179,-0.9112,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,413.7591,422,15.83,16,10,NA,1.0802,-0.0506,-2.7124,0.6259,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,521.727,422,15.83,16,7,3,1.411,-0.7553,-0.0652,-0.1719,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,401.149,500,16.17,16,8,5,3.5031,-0.1119,-0.0424,-1.1481,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,613.062,422,15.67,16,7,4,0.1578,0.0995,-2.7124,-0.1605,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Secular,677.3784,422,15.83,16,7,3,1.136,-0.2704,-0.2846,0.7628,33,-0.1953,0.6299,93,10.6559
Israel Hebrew Religious,456.5764,422,16,16,7,3,0.1733,0.0127,-0.0424,-0.2023,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,516.807,422,15.33,16,9,2,0.8969,0.8628,1.1945,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,514.8778,422,16.08,12,9,4,-0.0267,1.7513,-0.8051,0.2485,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,438.871,422,16,12,8,3,0.2235,0.5046,-0.3885,-0.2441,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,552.2001,422,15.67,16,10,2,1.2998,1.3052,0.2108,0.7015,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,504.4876,422,15.5,16,9,3,0.9813,0.3171,-0.0424,-0.9422,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,550.9326,422,16.17,14.5,10,NA,-1.1722,0.332,-0.6495,-0.4671,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,592.6393,422,15.25,16,8,3,1.2458,0.6934,0.2377,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,657.5372,422,15.67,16,9,2,1.198,1.7513,-0.1279,0.7628,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,467.6711,422,16,12,7,NA,-1.3244,-0.2704,-0.0424,0.6259,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,344.2142,422,15.92,16,1,4,1.7211,-0.4556,-1.0963,-1.5103,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,503.5016,422,15.75,16,NA,NA,0.8969,-0.224,-0.0424,-0.5973,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,427.5851,422,15.92,16,7,5,0.6164,0.638,0.7767,-0.9422,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,519.2062,422,15.58,16,10,2,0.2056,0.6934,1.1945,-0.3673,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,349.353,422,15.75,12,7,5,-0.5014,1.0123,-0.8431,0.3995,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,464.2335,422,15.92,16,7,3,0.8252,1.0123,-0.5561,0.385,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,556.1119,422,15.33,16,8,NA,-0.3893,-1.9715,-0.7961,-1.5925,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,549.9532,422,15.5,12,10,3,-0.3488,1.7513,-1.0963,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,377.0067,422,16.08,16,3,2,0.6988,0.0674,0.396,-0.2023,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,525.3556,313,16,12,8,3,-1.0041,NA,-0.0424,-0.1719,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,508.6612,422,15.25,16,8,3,0.5414,0.0127,-0.0424,-0.2023,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,590.2533,422,15.42,16,10,NA,1.6925,2.6131,-0.3885,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,365.0792,422,15.42,12,8,3,-0.7195,-2.7114,-0.1907,-1.3684,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,540.581,422,15.5,14.5,8,3,-0.1918,-2.7114,-2.0663,-0.3971,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,373.5286,422,15.83,12,1,2,0.267,0.3568,-0.0424,-1.1481,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,400.1738,422,15.92,16,10,5,0.9569,0.0127,-0.2639,-0.3971,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,595.6352,422,15.83,16,8,3,1.1876,0.6735,0.0523,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,450.6129,422,15.42,16,7,2,1.2079,0.8628,-1.0963,-0.9422,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,531.2247,422,15.5,16,10,3,0.9354,1.01,-1.0963,0.2727,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,451.8066,422,15.42,14.5,8,4,-0.0825,-0.4556,-0.3031,0.7628,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,401.7081,422,16.08,12,8,3,-0.8659,-0.2704,-0.2846,0.4394,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,391.2538,422,16.17,12,1,2,-0.0305,0.8418,1.2471,-0.5575,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,483.0848,313,15.75,12,8,4,-0.7201,0.0127,-0.4003,0.2048,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,441.4673,422,15.75,12,8,4,0.2305,0.0595,-1.0963,-0.5864,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,517.3057,422,15.33,12,8,3,0.0522,0.5744,-0.582,1.314,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,631.1204,422,16.08,16,10,3,1.0242,0.638,-0.0424,0.385,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,428.119,614,15.92,16,9,NA,0.0588,NA,-0.9647,-0.0348,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,669.2606,422,15.42,16,8,2,0.9383,1.3468,-0.0673,-0.2023,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Religious,509.1366,422,15.92,16,NA,4,1.226,0.8822,-0.1248,-1.6385,28,2.8705,0.4292,42.5,9.2941
Israel Hebrew Secular,603.6714,422,15.33,12,8,3,-0.2647,-1.1538,0.9639,-0.2023,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,592.0905,422,15.83,16,8,3,1.0522,-0.0721,2.0345,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,463.2412,422,15.83,16,9,5,0.2564,1.3555,-0.2639,-1.3345,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,474.6067,422,15.5,12,10,4,-0.4391,-0.6185,2.0345,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,528.2568,422,15.67,16,8,4,0.8578,-2.7114,-0.0424,-2.7106,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,622.177,422,15.58,16,7,5,0.9762,0.0995,-0.0424,-0.3673,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,641.1645,422,15.17,16,7,3,1.4162,0.3568,NA,NA,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,611.3462,422,15.75,16,8,3,1.3483,0.8628,0.4922,-0.2023,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,442.4922,422,16.08,12,5,2,-0.0968,-0.2704,-0.5561,-1.555,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,400.3808,422,15.17,16,7,4,1.0204,-0.9223,0.871,-1.0266,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,541.9882,422,15.75,16,5,3,0.844,0.4956,-0.4614,-1.7949,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,539.6456,422,15.58,16,6,4,0.7684,-1.2321,-0.5964,-2.7106,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,578.5887,422,15.5,16,9,5,1.3998,-0.0841,NA,NA,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,633.932,422,16.08,12,8,3,-0.343,-0.5831,-0.5561,-1.8485,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,700.857,422,15.83,16,8,3,0.9615,1.7513,-0.8179,-0.7857,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,431.9711,422,15.33,16,8,4,1.6472,-0.2905,-0.7767,-1.5925,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,485.0509,422,15.5,16,8,3,0.0692,-0.4622,0.3529,-1.3345,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,452.7005,422,15.58,12,7,3,0.3308,-0.3253,1.0294,-2.1621,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,463.7438,422,15.67,16,6,3,0.4315,0.5572,0.9134,-0.9422,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,544.7743,422,15.25,16,6,3,0.831,-0.6146,0.2108,-0.013,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,449.2768,313,15.92,16,10,4,1.4562,-0.2704,0.627,-0.9422,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,455.0467,422,15.67,12,10,2,-1.3534,-1.9715,-0.0424,-0.0862,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,503.445,422,15.42,16,8,3,2.2389,0.1984,2.0345,-0.2441,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,616.2485,422,15.17,16,8,5,0.0475,2.0787,NA,NA,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,439.9645,422,15.42,16,5,4,1.6899,0.1372,-0.0424,-1.4486,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,631.4182,500,15.58,16,8,3,1.1496,2.6131,2.0345,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,381.5508,422,15.92,16,9,3,1.4334,-0.1542,-0.9523,-0.9422,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,523.9262,422,15.25,12,10,NA,-0.369,-0.4556,0.5156,0.1694,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,527.3431,422,16.08,12,9,4,-0.2985,-0.9655,2.0345,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,551.8818,422,15.33,12,8,4,0.5746,-0.9016,-0.0424,-0.3673,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,661.7875,422,15.33,16,10,2,1.015,2.6131,-0.0424,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,580.1324,422,15.33,16,6,2,1.4137,-0.1542,-0.8179,-2.7106,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,564.2163,422,15.67,16,NA,3,1.0176,-0.9016,-0.7909,-2.7106,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,497.9545,422,15.33,16,8,5,0.8419,-1.3214,0.396,-1.1481,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,455.7851,422,15.67,16,7,5,1.2391,-0.1042,0.9639,0.1597,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,478.6927,422,15.17,12,6,2,-0.0091,-0.1042,0.396,0.4522,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,488.0589,422,16.08,16,10,6,1.0362,0.638,-0.3697,-0.4377,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,727.4439,422,16,16,8,4,0.8637,0.4067,0.8946,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,605.9784,422,15.17,16,8,3,0.8181,2.6131,0.1381,-0.2441,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,422.2325,422,15.83,16,8,3,0.3934,-0.9016,-0.0424,-1.381,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,629.6582,422,15.17,16,8,2,1.4992,2.6131,2.0345,1.314,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,623.8288,422,15.58,16,9,3,0.9032,-0.2704,0.6911,-1.1481,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,399.5131,422,15.58,16,NA,4,1.0863,-1.3532,0.2563,NA,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,332.0363,422,15.92,14.5,7,NA,-0.2584,0.0977,2.0345,-2.7106,28,0.5795,1.2478,NA,NA
Israel Hebrew Secular,578.3374,422,15.92,16,10,3,1.0515,-0.5581,1.1945,0.2485,28,0.5795,1.2478,NA,NA
Israel Hebrew Religious,476.4906,422,15.58,3,10,3,-2.2475,0.4956,1.1945,1.314,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,350.9165,614,15.67,16,7,2,0.9364,-0.2875,2.0345,1.314,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,394.1506,422,15.33,12,10,NA,-1.0991,0.3206,-2.7124,0.7015,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,515.0712,422,16.08,12,8,3,-1.3438,0.4607,-1.0701,-0.5973,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,421.6066,422,15.25,16,9,3,0.6394,-0.9016,0.5156,0.7628,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,557.9619,614,15.25,16,7,4,1.5807,0.4627,-1.4276,-0.9422,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,403.0525,422,16.17,12,7,3,-1.0798,-1.1538,-1.3181,-0.5575,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,477.6386,422,15.25,12,7,3,-0.3081,-0.2875,-0.1693,-0.3673,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,394.5191,422,16.25,16,9,4,0.097,-0.4148,0.7843,-0.4082,28,1.2211,0.0574,115,12.0696
Israel Hebrew Religious,256.9416,313,15.25,12,5,4,-0.2608,0.4318,0.871,0.298,28,1.2211,0.0574,115,12.0696
